rank,gid,role,priority_score,why
1,100000004892144100,peripheral,1.0000,"заглушка: in 2/4500000, out 1/180300"
2,100000002224132100,peripheral,0.8780,"заглушка: in 5/3951020, out 4/12115000"
3,100000003684369100,peripheral,0.8552,"заглушка: in 24/3848436, out 62/8588655"
4,100000006274203100,peripheral,0.7594,"заглушка: in 2/3417512, out 3/72000"
5,100000008258083100,peripheral,0.6999,"заглушка: in 2/3149500, out 2/2045650"
6,100000002958343100,peripheral,0.6444,"заглушка: in 1/2900000, out 2/1390000"
7,100000004603109100,peripheral,0.6067,"заглушка: in 3/2730000, out 2/400000"
8,100000000594783100,peripheral,0.5856,"заглушка: in 1/2635000, out 2/152500"
9,100000002605308100,peripheral,0.5710,"заглушка: in 3/2569522, out 0/0"
10,100000002718366100,peripheral,0.5611,"заглушка: in 6/2525000, out 0/0"
11,100000000552584100,peripheral,0.5556,"заглушка: in 1/2500000, out 1/57500"
12,100000001330685100,peripheral,0.5413,"заглушка: in 3/2435923, out 1/100500"
13,100000001732159100,peripheral,0.5285,"заглушка: in 2/2378100, out 4/1505966"
14,100000005075949100,peripheral,0.4947,"заглушка: in 1/2226000, out 0/0"
15,100000003115284100,peripheral,0.4801,"заглушка: in 8/2160500, out 2/517000"
16,100000000673868100,peripheral,0.4513,"заглушка: in 1/2030650, out 5/383000"
17,100000007055802100,peripheral,0.4500,"заглушка: in 6/2024999, out 1/605000"
18,100000001053894100,peripheral,0.4444,"заглушка: in 1/2000000, out 0/0"
19,100000005820746100,peripheral,0.4420,"заглушка: in 1/1989000, out 1/60000"
20,100000008686313100,peripheral,0.4250,"заглушка: in 6/1912716, out 7/333800"
21,100000008175078100,peripheral,0.4104,"заглушка: in 1/1846711, out 0/0"
22,100000008517061100,peripheral,0.4098,"заглушка: in 1/1844000, out 0/0"
23,100000008603629100,peripheral,0.4038,"заглушка: in 19/1817300, out 61/4986156"
24,100000001965374100,peripheral,0.3910,"заглушка: in 2/1759720, out 3/3082100"
25,100000004299488100,peripheral,0.3887,"заглушка: in 6/1749000, out 2/344999"
26,100000001282143100,peripheral,0.3778,"заглушка: in 5/1700000, out 0/0"
27,100000001072022100,peripheral,0.3742,"заглушка: in 3/1684000, out 0/0"
28,100000001131403100,peripheral,0.3489,"заглушка: in 1/1570000, out 0/0"
29,100000003701161100,peripheral,0.3394,"заглушка: in 4/1527103, out 3/349000"
30,100000002547110100,peripheral,0.3333,"заглушка: in 6/1500000, out 0/0"
